1236,4556,2852,4584,0,14620,13001,15062
1387,4485,3117,4740,0,15180,12986,15053
1089,4375,1638,4296,0,14364,13048,15029
1651,4604,3590,4406,0,14689,13030,15023
1346,4285,2755,4244,0,14847,12993,15008
1224,4872,3154,4677,0,14564,13005,14987
1439,4377,2915,4354,0,14772,13027,15138
1129,4828,3125,5268,0,14472,13008,14994
1131,3676,2584,4527,0,14960,13012,15033
1535,4656,3325,4558,0,14455,13036,14995
1360,4493,3044,4029,0,15063,13110,15081
1814,4599,3374,4177,0,14523,13022,15058
1127,4168,2615,4163,0,14566,13012,15027
1655,4816,2760,4402,0,14442,12992,15024
1265,4675,2538,4164,0,14585,13023,15025
1312,4542,2809,4466,0,14582,13004,15036
1399,4253,2785,4387,0,14776,13001,15115
1120,4399,2812,4210,0,14862,13022,14973
1215,4547,2906,4396,0,14544,13036,15043
1624,4928,2889,4753,0,14207,12997,14986
1468,4705,2645,4416,0,14500,13010,15045
1586,4734,3327,4455,0,14530,13064,14980
1425,4778,2942,4724,0,13557,12997,15036
1440,5040,2872,4418,0,14375,13006,15029
0,4376,2772,4442,0,14560,13028,15022
2051,4311,2591,4231,0,14559,13010,15089
1525,4607,2596,4819,0,14992,13075,15059
935,4536,2813,4434,0,14747,13006,14989
1498,4436,4182,4486,0,14587,12974,15004
1489,5034,2624,4453,0,14624,13002,15017
1651,4327,2727,4618,0,14282,12992,15020
1258,4250,2606,4121,0,14888,12961,15066
1373,4107,2553,4138,0,14661,12993,14924
1739,4575,2787,4529,0,14408,13053,14968
1472,4752,1736,4277,0,14768,13025,15044
1368,4531,2932,4181,0,14596,13021,15080
1523,4756,1634,4545,0,13510,12996,15030
1518,4255,3582,4207,0,14971,13034,15038
928,4475,2921,4676,0,14354,12996,15010
1596,4378,2005,4392,0,14515,13055,15091
1678,4314,2772,4482,0,14624,12996,15008
1902,4605,2876,4628,0,14597,12976,14992
1242,4634,2708,4335,0,14595,13004,15072
976,4533,3014,4221,0,14829,13000,15053
1333,4613,3209,4245,0,14965,12999,15072
1200,4744,2488,4213,0,14847,13042,14958
971,4021,2686,3406,0,14847,13018,15028
1360,4578,3496,4346,0,14847,13012,15095
1346,3863,2961,4747,0,14288,13004,14978
2520,4597,2968,5302,0,13620,13049,15098
1127,4183,2559,4308,0,14690,13030,15017
1269,4546,2761,4307,0,14657,13006,15011
1432,4701,2983,4408,0,14948,13051,15017
1129,4378,2880,4291,0,14674,13021,15092
2089,4548,3001,4194,0,14799,13028,15047
1045,4607,3256,4577,0,15753,12998,14993
802,4607,2767,4750,0,14793,13032,15046
980,4237,2780,3526,0,15049,13044,15068
1385,4348,3150,4709,0,14711,12994,15058
1366,4376,2886,4105,0,14960,13008,15056
1535,4697,2514,4390,0,14510,13019,15019
1580,4843,3125,4433,0,14472,12992,15021
1198,3608,2820,4603,0,14623,13015,15025
1321,4251,2457,4241,0,14830,13019,15066
1474,4566,2452,4763,0,14806,12945,15001
1398,4733,2976,4634,0,14280,13001,15008
1448,4600,2429,4264,0,14539,13006,15080
1239,4464,2442,3928,0,14412,13024,15024
1115,4571,2900,4965,0,14415,12999,14928
1033,4161,2785,4594,0,14681,13015,15033
1317,4365,1041,4320,0,13992,13012,15012
1535,4453,2670,4479,0,14424,13028,14884
1401,4492,2687,4596,0,14596,13033,15022
1101,4526,2664,4521,0,14259,13015,15029
1543,4590,2712,4660,0,14480,12992,14888
1338,4696,2879,4355,0,15274,13007,15079
328,4385,2886,4006,0,14829,13013,14987
1512,4017,2554,4515,0,14608,13025,15018
1437,4640,1896,4459,0,14207,13006,15042
1645,5195,2665,4542,0,14460,13006,15032
2112,4284,2634,4274,0,15143,13005,15063
1524,3832,2858,4672,0,14572,13026,15029
1333,4278,2732,4517,0,14615,12985,15082
1612,5161,2911,4599,0,14161,12998,15001
0,3380,2994,4518,0,14458,13000,15052
1139,5373,2121,4195,0,14578,12976,15045
1585,4448,2664,4422,0,14360,13026,14992
1567,4607,3373,4410,0,15376,12996,15023
1493,3891,2187,4337,0,14792,13026,15074
1152,4351,2909,3356,0,14424,13019,15051
1100,4052,2400,4318,0,14767,13012,15042
1604,4889,2992,4626,0,14544,13031,15013
1221,4386,2594,4914,0,14878,13003,15057
1362,4460,3247,4568,0,14847,12990,15018
1296,5352,2521,4330,0,14904,13025,15036
2149,4607,2948,4679,0,14374,12985,15257
1153,4313,2692,4356,0,14753,13028,14999
1876,4501,2809,4572,0,14457,12996,14998
1435,4753,2828,4486,0,14893,12996,14999
909,4208,2468,4117,0,14760,13010,14960
1734,3948,2725,4607,0,14892,13057,14990
258,4477,3179,4001,0,14480,13008,15048
1137,4394,2633,3976,0,13656,13041,15085
1049,4469,2720,4560,0,14614,13017,15018
1436,4400,2669,4625,0,14538,12992,14909
1551,4656,2825,4727,0,14768,13036,15081
1435,4794,3605,4544,0,15009,12970,15008
1264,4481,2575,3985,0,14956,13085,15046
1189,4401,2268,4336,0,14565,13024,15028
1616,4387,2594,4416,0,14244,13021,15035
1582,5188,2759,4537,0,14596,12996,14913
1104,4449,3797,4651,0,14847,13047,15059
1452,3803,2796,4247,0,14776,13019,15070
1525,4752,1973,4607,0,13772,13012,15048
945,4322,2756,5242,0,14994,13027,15105
1379,4549,2355,4044,0,14745,13044,15069
1400,4534,3194,4221,0,14896,13092,14987
1259,3380,3005,4724,0,14616,13012,15022
763,4330,2310,4265,0,14665,13085,15008
1223,4604,1747,4374,0,14188,13005,15016
1301,4654,2798,4499,0,14566,13021,15059
1416,4686,2680,4124,0,14677,13015,15096
1184,4213,2607,4172,0,14847,13028,15028
1794,4387,1640,4546,0,14165,13015,15010
1848,5050,2924,4574,0,14250,13056,14931
633,4835,2783,4940,0,14342,13010,15025
1226,4607,2968,4583,0,14685,13012,15030
1344,4685,2760,4574,0,15190,13019,15057
1519,4010,2596,4474,0,14916,12992,15042
1088,4389,2406,4295,0,15126,13040,15060
1535,4763,2558,3803,0,14391,13009,15027
1665,4607,3024,4520,0,14572,13045,14968
1193,4215,2818,4178,0,14928,13061,15029
1189,4592,2959,4809,0,14444,13087,14988
1452,4761,1702,3983,0,13939,12996,15049
1056,4372,1626,4291,0,13920,13019,15039
1535,4839,2966,4681,0,14026,13000,15028
1559,4292,2500,4741,0,14731,13034,15052
1312,4496,2757,4523,0,14440,13003,15064
1533,5432,2732,4577,0,14494,12987,15004
1989,4581,2912,5423,0,14775,13044,15078
1213,4419,2776,4234,0,14784,13067,15016
1422,4684,3098,4416,0,14797,13003,15011
1436,4378,2553,4163,1898,14694,13010,15082
1704,4800,3380,4607,0,14617,13031,15049
1906,4704,2962,4776,0,14366,12997,15030
1394,4651,3388,4369,0,15141,13004,15003
1520,5162,2559,4120,0,14487,13013,15040
1818,4603,2688,4326,0,14847,13054,15063
1216,4305,2428,4005,0,13970,13038,15081
1226,4323,2852,4332,0,14832,13000,15053
1571,4309,2921,4565,0,14672,13040,15042
1274,4410,2608,4446,0,14769,13006,15114
1186,5863,2480,4190,0,14530,13031,15042
897,4648,2761,4700,0,14888,13007,15017
1320,4348,3008,4031,0,15380,13030,15084
1543,4607,3018,4605,0,14149,13037,14991
1901,4603,3172,4851,0,14770,13032,15037
1348,4579,2600,4607,0,15387,13037,15000
1554,4447,2559,4384,0,14560,13014,14902
1308,4578,2955,3728,0,14639,13017,14835
1247,4284,2644,4160,0,14859,12966,15093
1200,4894,2813,3935,0,15092,13033,15060
934,4455,2773,4841,0,14611,13064,15021
1492,4672,2906,4420,0,14530,13001,15085
674,4170,2815,4377,0,14763,13043,15102
2147,4436,2982,4774,0,14394,12980,15004
1299,4708,2444,4458,0,14520,13000,15038
997,4693,3037,4257,0,15132,13008,15072
1418,4805,2967,4562,0,14400,12972,15000
895,4720,2924,4448,0,14670,13036,15039
1349,4319,2750,4394,0,14822,13024,15002
1540,3827,2913,4659,0,14715,13009,15011
874,5047,1543,4264,0,14643,13037,15004
1372,4015,2576,4274,0,14656,13012,15050
1535,4931,3047,4607,0,14372,12992,15042
668,4447,2664,5614,0,14804,13008,15028
1106,4383,2552,4370,0,14780,13021,15088
1228,4422,2575,4217,0,14552,12993,15011
1055,4462,2258,4513,0,14077,13009,15028
1818,4992,2674,4587,0,15692,13021,14966
1365,4696,2580,4475,0,14366,12997,15021
1194,4351,2671,3922,0,14996,13048,15050
1296,4504,2754,4477,0,14726,13035,15071
1584,4404,3546,4531,0,14573,13026,15026
1398,4446,2781,4456,0,14728,13051,15026
1505,4425,3128,4607,0,14486,13017,15056
1399,4781,2865,4383,0,14786,12993,15012
1472,4805,2861,4607,0,14100,13006,15007
1452,4801,2880,4606,0,14938,12998,14996
1477,4475,3137,4607,0,15220,12973,15002
1272,4746,2662,4498,0,14509,12996,15046
1472,4370,2695,4564,0,14778,13008,15018
1199,4212,2877,3842,0,14708,13032,15067
1242,3563,2961,3908,0,15724,13007,14855
404,4476,2896,4809,0,14896,13008,15028
1495,4776,2661,4456,0,14256,13001,15023
1502,4468,2624,4361,0,14639,13018,14997
1902,4266,2716,4418,0,15043,13021,15005
1322,3658,2700,4595,0,14586,13015,15097
1353,4538,3089,4663,0,14779,12931,14992
1590,4976,2559,4424,0,14639,13037,14836
1342,4607,3423,4146,0,14948,13086,15057
1141,4447,2632,4840,0,14775,12980,14878
1535,4561,3236,4736,0,14386,13015,15023
1458,4809,3291,4686,0,14485,13129,15012
1321,4756,2797,4597,0,14676,12898,15054
1831,4397,2590,4394,0,15057,13035,15052
1146,4288,1352,3936,0,15007,13064,15071
988,4033,2527,4220,0,14831,13045,15046
1363,4376,3017,5017,0,14757,13034,15043
1507,4607,2515,4378,0,14633,12983,15014
1536,4618,2701,4374,0,14829,13026,15090
1647,4508,2932,4575,0,14661,13029,14947
1486,4695,2680,4560,0,14172,12997,15106
1312,4589,2903,4479,0,14863,13004,15153
1436,4458,2503,4325,0,15122,13009,14964
1102,4236,2202,4347,0,14401,13021,15051
1526,4394,2971,4174,0,15156,13017,14977
1352,4401,2348,4159,0,14788,13035,15053
1587,4512,3043,4212,0,15727,13060,14982
1864,4469,2540,4220,0,14543,13018,15000
764,4232,3662,4217,0,15018,13032,15164
1349,4689,1916,4486,0,13734,13018,15067
1531,4772,2804,4497,0,14900,13001,15040
1511,4654,2987,4607,0,14368,12956,15007
1117,4733,2773,4402,0,14427,13006,15042
960,4032,3162,4314,0,14870,13040,15013
1549,4268,2819,5278,0,14856,13054,14880
948,4394,2589,4560,0,14861,13014,15059
1092,4724,2614,3952,0,14788,13042,15064
1433,4837,2649,4392,0,14340,13001,15042
1550,4538,3126,4300,0,14972,13020,14920
1194,3143,2758,5021,0,14913,13026,15049
1039,4371,2384,4258,0,14230,13001,15047
1067,4528,2978,4184,0,14685,12969,15105
1225,4607,2919,4497,0,14234,12982,14997
1435,4488,2860,4312,0,14718,13029,15009
1205,4174,2681,4185,0,14914,12944,15098
1166,4346,2979,3988,0,15206,13038,15068
1374,4720,2703,4522,0,14540,13019,15050
1535,4545,2913,4496,0,14532,12958,15028
1765,4491,2694,4875,0,14890,13045,15076
1232,4329,2979,4607,0,14428,13008,14875
1522,4839,2634,4401,0,14433,13001,15089
905,4902,2559,4197,0,14964,13024,15030
1283,3999,2790,4645,0,14669,13055,14979
1332,4703,2988,4718,0,14396,12888,15005
1212,3654,2267,4345,0,14915,13013,15045
1394,4616,2948,4698,0,14470,13002,15019
999,4050,2823,3455,0,15041,13042,15053
1499,4757,2637,4416,0,14557,13028,15028
1425,4459,2874,4304,0,14658,13057,14997
1456,4674,1959,4607,0,13894,12992,15010
1826,4587,2827,4568,0,14444,13000,15014
1288,4681,3073,4672,0,14473,13036,15050
124,4314,2559,4163,0,14900,12979,15013
1274,4272,1772,4212,0,14370,13032,15031
1574,4984,2643,4433,0,14657,13024,15040
1266,4607,3179,4607,0,14792,12994,14990
1165,5150,2283,4277,0,14847,13068,15054
1389,4372,2174,4342,0,14725,12976,15010
1775,4308,2994,8168,0,14892,13036,15063
1473,4760,2988,4652,0,14508,13018,15092
1073,4371,2672,4354,0,14982,13017,15049
1762,4320,2709,4496,0,14528,13026,15018
1073,4565,2963,4578,0,14384,12995,15001
1403,4023,3082,4713,0,15258,13003,15008
1252,4265,2613,4364,0,14858,13000,15089
1128,4320,2681,4299,0,14595,13036,15015
1551,4797,2393,4652,0,14760,12982,14991
1369,4847,2696,4328,0,14539,13046,15050
1491,3824,2440,4185,0,14657,13017,15033
1535,5268,2933,4532,0,14278,12994,14944
1322,4308,2744,4166,0,14756,13018,15096
1535,4740,3895,4530,0,14573,12992,14997
1126,4309,2840,4402,0,15009,13040,15069
1562,4720,3094,4400,0,14377,13032,14989
592,4553,2804,5078,0,14847,13015,15052
1528,4271,2701,4515,0,14452,12959,15064
1572,4253,2864,4683,0,14582,13027,15031
1132,3404,2576,4579,0,14687,13021,15000
1573,4932,2932,4571,0,14508,13018,15053
1167,4320,2636,4352,0,14599,13018,15024
1728,4886,3028,4514,0,14504,13003,15056
1182,4160,2616,4501,0,14534,13019,15005
1261,4433,2538,4398,0,15010,13032,15051
1659,4669,2649,4554,0,15292,13063,15028
1264,4349,2910,4372,0,14577,12961,15022
1175,4271,2812,4112,0,14909,13037,15071
1535,3838,2946,4767,0,14436,13005,15016
1346,4188,2559,4127,0,15210,13072,15033
76,4728,3135,4776,0,14366,13017,14981
981,4386,2488,4421,0,14758,12996,15097
1665,4555,2787,4607,0,14820,13005,15056
1277,4427,2986,4278,0,14571,12999,14988
1160,4247,2757,4359,0,14678,13020,15035
1174,4607,2500,4416,0,13768,13018,15122
1363,4449,2672,4788,0,14695,13010,14979
1397,4693,3098,3888,0,14728,13024,15034
1746,4993,2679,4474,0,14509,12999,15043
985,4160,2827,4037,0,15132,13010,15065
486,4781,3075,5023,0,14613,13012,15077
402,3482,2421,4557,0,14831,13008,15074
1785,4377,2886,4449,0,14378,13008,15000
1296,4649,2925,4056,0,14847,13044,15050
1224,4506,2192,4766,0,14736,13025,15034
1380,4639,3174,4032,0,14350,13002,15008
1480,4532,2344,4495,0,14743,13007,15093
1994,4762,2788,4630,0,14371,13104,14868
1673,4377,2645,4316,0,14737,13015,15094
1357,4522,2705,4715,0,14347,12998,14984
1372,4896,2758,4431,0,14365,12980,15033
1233,4514,2559,4214,0,14656,13030,15036
1476,4803,2964,4496,0,14477,13042,14997
891,4607,2853,4317,0,14536,13014,15046
1273,4620,2255,4335,0,14534,13008,15011
1314,4249,2352,4556,0,15306,12971,15026
1162,4188,2559,4335,0,14696,13045,15034
1706,4961,3018,4572,0,14444,13039,15079
1102,3105,2440,4394,0,14856,13017,15016
1300,4436,2767,4448,0,14468,13008,15028
1482,4683,3165,4540,0,14262,13014,15021
1566,5156,2421,4231,0,14676,13020,15017
1429,4488,2362,4124,0,14362,12991,14980
1533,4563,2589,4449,0,14483,13029,15044
1244,4697,2559,4417,0,14444,13012,15020
2194,4553,2693,4442,0,14477,13012,14973
1296,4607,2628,4374,0,14261,12991,15116
1331,4395,2493,4115,0,14726,13054,15076
1499,4929,2971,4607,0,14189,12996,14980
1244,4787,2453,4250,0,14670,13028,15044
1592,5430,2731,4532,0,14112,13019,15058
1301,4250,2606,4486,0,14618,13025,15021
1485,5090,2884,4590,0,14226,12981,14996
1359,4520,2904,4265,0,14809,13041,15064
1438,3905,2468,4607,0,14498,13010,15037
1063,3583,2702,4730,0,14940,13037,15061
1768,4517,3029,4715,0,14847,13008,15007
1810,4575,2745,4439,0,14842,12972,15162
1071,4120,2580,4244,0,14848,12908,15041
1250,4551,2704,4294,0,14378,13013,15016
1520,4729,3300,4599,0,14772,13020,15016
852,4168,2270,4330,0,14742,13093,15029
1604,4730,3181,4690,0,15704,13044,15050
1918,4622,2905,4665,0,14517,12996,15029
1192,4408,2452,4520,0,14866,13056,15090
1110,4592,2840,4405,0,14847,12994,15000
1775,4161,2166,4106,0,14800,13042,14929
1568,5026,2833,4607,0,14274,13000,15057
1654,4864,2718,4320,0,14479,13002,15061
1237,4437,2462,3947,0,14833,13034,15065
1663,4607,3122,4308,0,14589,13142,14995
1395,4262,2754,4591,0,15044,13050,15052
1463,4227,2566,4369,0,14624,13020,15025
1474,4660,3008,4269,0,14570,13014,15031
899,4208,2701,4370,0,14749,12998,15040
2408,4185,2793,4434,0,14440,13008,14933
1272,4596,2576,4234,0,14968,13008,15078
1380,4312,2493,4165,0,14912,12996,15017
1253,4695,2903,4808,0,14679,13030,15021
1185,4544,2916,4432,0,14516,12967,15043
1136,4590,2668,4260,0,14942,13033,15060
785,4572,2372,4392,0,14657,13013,15073
1277,4665,2759,4417,0,14588,12982,15034
1585,4568,2742,4519,0,14637,12968,15059
1783,4789,2559,4355,0,14621,13037,15068
1461,4607,2852,4648,0,14451,12989,15016
1496,4610,2726,4602,0,14396,13070,15011
1535,3705,3090,4962,0,14263,12995,15008
1162,4607,2443,4351,0,14420,13019,15090
1188,4344,2541,4408,0,14856,13015,15054
1220,4577,3583,4309,0,14969,13020,15034
1535,4834,3105,4749,0,14434,13034,14995
472,4384,2674,4900,0,14741,13002,15024
1488,4582,2839,4398,0,14459,12994,15081
1281,4855,2697,4424,0,14745,13014,15127
1195,4364,2828,4378,0,14515,12936,15001
1489,4522,2840,3577,0,14568,13020,15005
1325,4249,2916,4354,0,14920,13044,15046
812,4311,2559,4458,0,14339,13051,14947
1608,4407,2870,5375,0,14890,13018,14952
1525,4449,2837,4514,0,14553,12948,15056
1404,4349,2896,3755,0,14965,13039,15071
1535,4262,2908,4148,0,14562,12997,15023
1405,4869,2600,4412,0,14720,12994,15052
2157,4581,2831,4540,0,14356,13013,14912
192,4308,2794,4420,0,14590,12983,14997
908,4408,2802,4117,0,15489,13028,15069
1380,4783,3073,4593,0,14556,12980,15072
1200,3284,2559,4433,0,14764,13040,15040
1435,4533,3011,4228,0,14730,13050,15064
1160,3141,2464,4544,0,14702,13023,15001
1613,4422,2758,4265,0,14526,13002,15018
2191,3981,3108,4491,0,14466,13022,15022
1535,3925,3160,4951,0,15012,13032,15000
1535,4698,2890,4490,0,14584,13012,15060
176,4360,2699,4344,0,14847,12992,15057
1819,4237,3182,4764,0,15332,13054,15072
1251,4240,2589,4364,0,14692,13020,15024
1535,4856,3092,4558,0,14293,12990,15009
298,4318,2713,4301,0,14847,12997,15067
1373,3927,2813,4347,0,14792,13020,15026
450,4218,2664,4168,0,14835,12994,15125
1394,3643,2933,4713,0,14244,13068,14975
1389,4475,2878,4338,0,14738,12988,15058
1352,4678,2868,4438,0,15018,13005,15050
1158,4160,2913,4115,0,14847,13053,15016
1336,4547,2682,4241,0,14708,13026,15076
1033,4607,3035,3737,0,14666,13001,14915
1526,4809,2754,4365,0,14162,13000,15066
1158,4739,3348,4138,0,14533,13037,15031
1363,4508,2205,4282,0,13953,12949,15047
1531,4607,3004,4234,0,14412,13022,15028
1141,4604,2620,4276,0,14513,13025,15074
944,4463,2559,4202,0,14679,13017,14973
1393,4451,2622,4859,0,14585,13016,15022
1653,4478,2517,4544,0,14366,13012,14983
1094,4560,3402,4607,0,14855,13029,15013
1666,4411,2559,4435,0,14353,12996,14957
1216,4403,2075,4305,0,14553,12985,15080
1201,4264,2865,4054,0,14842,13061,15038
1307,4331,2680,4157,0,14788,13011,15079
511,4121,2545,4106,0,14860,13019,15023
1523,4563,3166,4516,0,14472,13039,15021
1534,4801,3011,4319,0,14725,13008,15048
1253,4605,2498,4556,0,14545,13012,15053
1525,4736,3086,4604,0,14731,13040,15032
2063,4766,2908,4044,0,14349,12992,14984
1284,4586,2683,4304,0,14847,13024,15092
489,4580,2445,4322,0,14684,13055,15033
1268,3848,2716,3799,0,14656,13020,15022
1685,5216,2906,4684,0,14257,12976,15018
1392,4357,2672,4650,0,14742,13048,15045
1096,4244,2564,4187,0,14852,13019,15056
1484,4562,3248,4685,0,14096,13059,15004
1045,4293,3634,4008,0,14957,13016,15072
1466,4625,2996,4626,0,14636,13005,15054
889,4114,2329,4201,0,14405,13013,15004
1668,4507,2640,4528,0,14351,13017,14972
1457,4854,3537,4666,0,14662,12998,15003
1535,4952,2998,4607,0,14241,12999,15022
3633,4731,2851,4611,0,14165,12996,14996
1032,4444,2893,4171,0,14988,12994,15080
2229,5356,2559,3949,0,13953,13052,15103
1346,4440,2683,4530,0,14542,13016,15100
1454,4748,2848,4463,0,14588,13059,15004
1252,4607,1782,4376,0,13990,12882,15234
1478,4994,2513,4335,0,14731,13061,15016
1322,4424,2921,4319,0,14784,13005,15014
1476,4699,3035,4733,0,14493,12887,15015
1545,4794,2904,4700,0,14262,13010,15020
1220,4677,1915,4602,0,13964,12992,14979
1462,4607,2440,4164,0,14728,13000,15080
1075,4586,2895,4362,0,14656,13030,15122
1111,4448,3454,4330,0,14429,13014,15024
1535,4482,2189,4534,0,14477,12926,14995
1571,4533,2937,4401,0,14784,13005,15032
1461,4825,2458,4180,0,13749,13018,15049
1231,4402,2616,4022,0,14755,13044,15078
1250,4607,2724,4590,0,14589,13032,15080
860,4034,2624,4224,0,14941,13020,15080
2216,4348,2696,4472,0,14711,13041,15071
989,4353,2896,4496,0,14711,12988,15074
1269,4520,2532,4576,0,15234,12996,14998
1415,3452,3089,4521,0,14598,13019,15040
1353,4484,1878,4456,0,14666,13045,15093
919,4033,2538,3876,0,14785,13034,15058
1385,4457,2692,4156,0,14847,13019,15031
1658,4686,3157,4396,0,14359,13004,15058
1139,4637,3082,4653,0,14595,13015,14997
1143,4571,3105,4256,0,15140,13014,15040
1168,4554,2817,4795,0,14556,13026,15037
1535,4416,2920,4713,0,14344,12944,15006
1412,4783,2814,4524,0,14517,13144,15031
976,4205,2662,4119,0,14952,13188,15057
1464,4783,3078,4618,0,14590,13005,14958
1522,4562,2708,4416,0,14660,13012,15116
1535,4957,2669,4384,0,14390,13006,15040
1393,4316,2409,4138,0,14600,12992,15048
1544,4785,3357,4599,0,14730,12984,15007
969,4559,2989,4296,0,14802,13042,15080
1117,4325,4376,4237,0,15021,13015,15046
1286,5056,2373,4163,0,14793,13025,15084
870,5024,2559,4378,0,14400,13032,15041
1275,4424,2930,4388,0,15084,12952,15071
1535,4252,2678,5590,0,14633,13048,15049
1354,4607,3132,4218,0,14794,13007,15030
1336,4607,2806,4378,0,14489,13019,15000
1286,4626,2649,4379,0,14634,12997,15048
1088,4333,3447,4156,0,15380,13033,15050
1458,4748,3420,4404,0,14677,13005,15032
1186,4348,2587,4011,0,14859,13065,15058
1528,4552,2956,4454,0,14630,13012,15143
1204,4761,2960,4501,0,14407,12998,15011
1255,4762,2704,4482,0,14635,13038,15063
1456,4673,2679,4411,0,14759,13021,15108
1231,4333,2708,5213,0,14884,13048,15058
2242,4180,2702,4469,0,14578,13006,14998
1428,5060,2654,4877,0,14479,13020,14924
1687,4206,2968,4688,0,14116,13017,14975
1644,5465,2716,4232,0,14455,13009,14955
1065,4213,2726,4417,0,14458,13017,15052
1104,4638,1758,4045,0,14207,13040,15087
1271,4479,2804,4337,0,15041,13037,15053
1653,4486,3181,4350,0,14549,13074,15022
1170,5291,2326,4160,0,15050,12964,15031
1781,5467,2856,4561,0,14249,12988,14929
1124,4262,2596,4331,0,14700,13040,15069
1538,4607,2857,4358,0,14551,13006,15040
1629,4343,2666,4422,0,14646,13009,14950
985,4256,2504,4160,0,14706,12992,15039
1634,4809,3294,3817,0,14637,13001,15011
1666,4448,3051,5314,0,14848,13083,15054
1454,4607,3141,4424,0,14712,12997,15151
1394,4544,3007,4279,0,14847,13028,15054
1298,4421,2922,4350,0,14818,13081,15009
1417,4536,2522,4503,0,14689,12928,15053
1209,4387,2835,4008,0,15533,13043,15067
1586,4661,3392,4281,0,14531,13004,15047
1210,4515,2509,4209,0,14470,13018,15032
1871,4709,2948,4676,0,14283,12992,15012
1302,4936,2528,4206,0,14847,13046,15074
1687,4649,2783,4611,0,14395,13004,14899
1363,4607,3157,4397,0,14626,13027,15041
1049,4473,2420,4233,0,14887,13014,15100
1105,4306,2696,3124,0,14810,12984,15056
1145,4527,3011,3763,0,14415,12997,15021
1129,4275,2834,4452,0,14719,13016,15028
1384,4507,2896,4532,0,14759,13031,15027
962,4252,2407,4274,0,14719,13035,15021
1579,4206,2537,4388,0,14405,13014,15009
1182,4455,2852,3556,0,14945,13042,15074
1727,4480,2779,4387,0,14574,13007,15116
1490,4744,2007,4196,0,14535,13006,15049
1258,4397,3089,4280,0,14845,13012,15014
1294,4628,2774,4400,0,14587,12998,14955
1378,4544,2670,4388,0,14939,13048,15000
1973,4630,3684,3996,0,14684,13056,15036
1332,4462,2615,4649,0,14847,13003,15038
1393,4007,2551,4009,0,14454,13008,15064
1535,5215,2872,4633,0,14154,12989,14934
1317,4277,2809,4213,0,14728,13027,15016
1782,4558,2311,4282,0,14585,13007,14918
1311,4529,3214,4388,0,14349,13100,15029
1769,4556,2612,4484,0,13823,12996,14928
1406,4422,2680,4505,0,14336,12992,15028
1568,4877,2735,4134,0,14802,12992,15057
1366,4139,2538,4440,0,14595,13008,14918
1569,5283,2946,4530,0,14516,13004,14981
1535,4335,2707,4475,0,14733,13003,15112
1464,4832,2861,4486,0,14490,13008,14967
1459,4328,2480,4433,0,14577,13011,15047
473,4800,3195,4595,0,15331,13123,15008
1556,4246,3091,4984,0,15406,13012,15022
960,4432,2529,4396,0,14674,13006,15067
1360,4705,2523,4330,0,14711,13036,15069
1228,4401,3134,4503,0,14792,12999,14988
187,4791,3115,4617,0,14635,12999,15015
1077,4187,2596,4205,0,14847,13029,15043
1454,4664,2886,4386,0,14797,13043,15029
1384,4424,2689,4037,0,14756,13046,15027
1535,4595,2864,4598,0,14670,13018,15049
1236,4323,2214,4200,0,13888,13032,15055
1344,4424,3073,4663,0,15234,12992,14857
